#V																			     
         -0.02850063          1.00130000          1.00130000              -0.02848400          0.99998651          0.00131349	-0.028484   1.00130   0.00113
         -0.02684363          0.99889000          0.99889000              -0.02682700          0.99913472         -0.00024472	-0.026827   0.99889   0.00040
         -0.02512963          0.99582000          0.99582000              -0.02511300          0.99755821         -0.00173821	-0.025113   0.99582   0.00028
         -0.02348663          0.99637000          0.99637000              -0.02347000          0.99565433          0.00071567	-0.023470   0.99637   0.00112
         -0.02184363          0.99406000          0.99406000              -0.02182700          0.99351714          0.00054286	-0.021827   0.99406   0.00092
         -0.02020463          0.99097000          0.99097000              -0.02018800          0.99126560         -0.00029560	-0.020188   0.99097   0.00045
         -0.01856163          0.98908000          0.98908000              -0.01854500          0.98898191          0.00009809	-0.018545   0.98908   0.00037
         -0.01691763          0.98817000          0.98817000              -0.01690100          0.98674852          0.00142148	-0.016901   0.98817   0.00035
         -0.01527463          0.98418000          0.98418000              -0.01525800          0.98463348         -0.00045348	-0.015258   0.98418   0.00174
         -0.01363063          0.98271000          0.98271000              -0.01361400          0.98268705          0.00002295	-0.013614   0.98271   0.00016
         -0.01198763          0.98009000          0.98009000              -0.01197100          0.98095168         -0.00086168	-0.011971   0.98009   0.00031
         -0.01034363          0.98055000          0.98055000              -0.01032700          0.97945253          0.00109747	-0.010327   0.98055   0.00031
         -0.00870063          0.97865000          0.97865000              -0.00868400          0.97820573          0.00044427	-0.008684   0.97865   0.00061
         -0.00649763          0.97666000          0.97666000              -0.00648100          0.97692998         -0.00026998	-0.006481   0.97666   0.00073
         -0.00485363          0.97590000          0.97590000              -0.00483700          0.97625931         -0.00035931	-0.004837   0.97590   0.00056
         -0.00315163          0.97679000          0.97679000              -0.00313500          0.97579520          0.00099480	-0.003135   0.97679   0.00091
         -0.00147863          0.97652000          0.97652000              -0.00146200          0.97554332          0.00097668	-0.001462   0.97652   0.00088
          0.00016137          0.97610000          0.97610000               0.00017800          0.97547486          0.00062514	 0.000178   0.97610   0.00088
          0.00180537          0.97622000          0.97622000               0.00182200          0.97557762          0.00064238	 0.001822   0.97622   0.00005
          0.00347737          0.97420000          0.97420000               0.00349400          0.97586707         -0.00166707	 0.003494   0.97420   0.00040
          0.00526737          0.97649000          0.97649000               0.00528400          0.97640662          0.00008338	 0.005284   0.97649   0.00093
          0.00691037          0.97850000          0.97850000               0.00692700          0.97713521          0.00136479	 0.006927   0.97850   0.00048
          0.00861437          0.97751000          0.97751000               0.00863100          0.97814730         -0.00063730	 0.008631   0.97751   0.00076
          0.01037537          0.97826000          0.97826000               0.01039200          0.97947912         -0.00121912	 0.010392   0.97826   0.00132
          0.01202037          0.97949000          0.97949000               0.01203700          0.98098402         -0.00149402	 0.012037   0.97949   0.00115
          0.01366137          0.98235000          0.98235000               0.01367800          0.98272162         -0.00037162	 0.013678   0.98235   0.00038
          0.01530737          0.98496000          0.98496000               0.01532400          0.98467413          0.00028587	 0.015324   0.98496   0.00167
          0.01695237          0.98743000          0.98743000               0.01696900          0.98679471          0.00063529	 0.016969   0.98743   0.00035
          0.01859637          0.98953000          0.98953000               0.01861300          0.98902992          0.00050008	 0.018613   0.98953   0.00119
          0.02024137          0.99146000          0.99146000               0.02025800          0.99131669          0.00014331	 0.020258   0.99146   0.00095
          0.02186337          0.99320000          0.99320000               0.02188000          0.99354373         -0.00034373	 0.021880   0.99320   0.00094
          0.02349737          0.99595000          0.99595000               0.02351400          0.99566767          0.00028233	 0.023514   0.99595   0.00077
          0.02514237          0.99889000          0.99889000               0.02515900          0.99757171          0.00131829	 0.025159   0.99889   0.00040
          0.02678737          0.99956000          0.99956000               0.02680400          0.99909192          0.00046808	 0.026804   0.99956   0.00056
          0.02843437          0.99957000          0.99957000               0.02845100          0.99997359         -0.00040359	 0.028451   0.99957   0.00053
          0.03007837          0.99944000          0.99944000               0.03009500          1.00000000         -0.00056000	 0.030095   0.99944   0.00084
          0.03172337          1.00182000          1.00182000               0.03174000          1.00000000          0.00182000	 0.031740   1.00182   0.00081
          0.03336837          0.99909000          0.99909000               0.03338500          1.00000000         -0.00091000	 0.033385   0.99909   0.00110
          0.03504037          1.00150000          1.00150000               0.03505700          1.00000000          0.00150000	 0.035057   1.00150   0.00017
          0.03674437          1.00112000          1.00112000               0.03676100          1.00000000          0.00112000	 0.036761   1.00112   0.00046
          0.03838937          1.00003000          1.00003000               0.03840600          1.00000000          0.00003000	 0.038406   1.00003   0.00063
          0.04003537          0.99919000          0.99919000               0.04005200          1.00000000         -0.00081000	 0.040052   0.99919   0.00011
          0.04176937          0.99955000          0.99955000               0.04178600          1.00000000         -0.00045000	 0.041786   0.99955   0.00096
          0.04397437          0.99951000          0.99951000               0.04399100          1.00000000         -0.00049000	 0.043991   0.99951   0.00094
          0.04561737          0.99970000          0.99970000               0.04563400          1.00000000         -0.00030000	 0.045634   0.99970   0.00006
          0.04726337          1.00064000          1.00064000               0.04728000          1.00000000          0.00064000	 0.047280   1.00064   0.00104
          0.04891037          0.99945000          0.99945000               0.04892700          1.00000000         -0.00055000	 0.048927   0.99945   0.00105
          0.05055637          0.99887000          0.99887000               0.05057300          1.00000000         -0.00113000	 0.050573   0.99887   0.00016
          0.05220337          1.00136000          1.00136000               0.05222000          1.00000000          0.00136000	 0.052220   1.00136   0.00029
          0.05392237          0.99972000          0.99972000               0.05393900          1.00000000         -0.00028000	 0.053939   0.99972   0.00052
          0.05558337          1.00025000          1.00025000               0.05560000          1.00000000          0.00025000	 0.055600   1.00025   0.00086
          0.05878537          1.00065000          1.00065000               0.05880200          1.00000000          0.00065000	 0.058802   1.00065   0.00066
          0.06130437          0.99985000          0.99985000               0.06132100          1.00000000         -0.00015000	 0.061321   0.99985   0.00078
          0.06382337          0.99951000          0.99951000               0.06384000          1.00000000         -0.00049000	 0.063840   0.99951   0.00037
          0.06690237          0.99984000          0.99984000               0.06691900          1.00000000         -0.00016000	 0.066919   0.99984   0.00023
          0.06969537          0.99940000          0.99940000               0.06971200          1.00000000         -0.00060000	 0.069712   0.99940   0.00009
																			     
																			     
#Ic																			     
         -0.06829603          1.00059000          1.00059000              -0.06803500          1.00000000          0.00059000	-0.068035   1.00059   0.00136
         -0.06377703          0.99960000          0.99960000              -0.06351600          1.00000000         -0.00040000	-0.063516   0.99960   0.00121
         -0.06022603          1.00000000          1.00000000              -0.05996500          1.00000000          0.00000000	-0.059965   1.00000   0.00203
         -0.05771703          1.00210000          1.00210000              -0.05745600          1.00000000          0.00210000	-0.057456   1.00210   0.00129
         -0.05571003          1.00063000          1.00063000              -0.05544900          1.00000000          0.00063000	-0.055449   1.00063   0.00137
         -0.05384103          0.99803000          0.99803000              -0.05358000          1.00000000         -0.00197000	-0.053580   0.99803   0.00137
         -0.05215203          0.99914000          0.99914000              -0.05189100          1.00000000         -0.00086000	-0.051891   0.99914   0.00132
         -0.05036503          1.00140000          1.00140000              -0.05010400          1.00000000          0.00140000	-0.050104   1.00140   0.00137
         -0.04857303          1.00129000          1.00129000              -0.04831200          1.00000000          0.00129000	-0.048312   1.00129   0.00161
         -0.04699603          0.99938000          0.99938000              -0.04673500          1.00000000         -0.00062000	-0.046735   0.99938   0.00104
         -0.04523303          0.99964000          0.99964000              -0.04497200          1.00000000         -0.00036000	-0.044972   0.99964   0.00044
         -0.04326903          0.99852000          0.99852000              -0.04300800          1.00000000         -0.00148000	-0.043008   0.99852   0.00146
         -0.04146703          0.99900000          0.99900000              -0.04120600          1.00000000         -0.00100000	-0.041206   0.99900   0.00109
         -0.03970903          1.00136000          1.00136000              -0.03944800          1.00000000          0.00136000	-0.039448   1.00136   0.00190
         -0.03814903          0.99988000          0.99988000              -0.03788800          1.00000000         -0.00012000	-0.037888   0.99988   0.00119
         -0.03658003          1.00056000          1.00056000              -0.03631900          1.00000000          0.00056000	-0.036319   1.00056   0.00117
         -0.03500103          1.00063000          1.00063000              -0.03474000          1.00000000          0.00063000	-0.034740   1.00063   0.00089
         -0.03335703          1.00086000          1.00086000              -0.03309600          1.00000000          0.00086000	-0.033096   1.00086   0.00086
         -0.03162603          0.99903000          0.99903000              -0.03136500          1.00000000         -0.00097000	-0.031365   0.99903   0.00170
         -0.02969203          1.00078000          1.00078000              -0.02943100          1.00000000          0.00078000	-0.029431   1.00078   0.00115
         -0.02811903          0.99877000          0.99877000              -0.02785800          0.99993424         -0.00116424	-0.027858   0.99877   0.00103
         -0.02652603          0.99923000          0.99923000              -0.02626500          0.99902826          0.00020174	-0.026265   0.99923   0.00174
         -0.02495203          0.99882000          0.99882000              -0.02469100          0.99757338          0.00124662	-0.024691   0.99882   0.00161
         -0.02338803          0.99498000          0.99498000              -0.02312700          0.99578680         -0.00080680	-0.023127   0.99498   0.00131
         -0.02184503          0.99454000          0.99454000              -0.02158400          0.99381671          0.00072329	-0.021584   0.99454   0.00084
         -0.02025603          0.99135000          0.99135000              -0.01999500          0.99167371         -0.00032371	-0.019995   0.99135   0.00126
         -0.01868503          0.98822000          0.98822000              -0.01842400          0.98952473         -0.00130473	-0.018424   0.98822   0.00183
         -0.01710103          0.98762000          0.98762000              -0.01684000          0.98739910          0.00022090	-0.016840   0.98762   0.00064
         -0.01552103          0.98676000          0.98676000              -0.01526000          0.98537985          0.00138015	-0.015260   0.98676   0.00136
         -0.01387203          0.98226000          0.98226000              -0.01361100          0.98343272         -0.00117272	-0.013611   0.98226   0.00139
         -0.01200903          0.97862000          0.97862000              -0.01174800          0.98148196         -0.00286196	-0.011748   0.97862   0.00171
         -0.01043303          0.97783000          0.97783000              -0.01017200          0.98006736         -0.00223736	-0.010172   0.97783   0.00150
         -0.00886703          0.98095000          0.98095000              -0.00860600          0.97888951          0.00206049	-0.008606   0.98095   0.00105
         -0.00725103          0.97821000          0.97821000              -0.00699000          0.97791396          0.00029604	-0.006990   0.97821   0.00152
         -0.00541403          0.97829000          0.97829000              -0.00515300          0.97708946          0.00120054	-0.005153   0.97829   0.00094
         -0.00363203          0.97735000          0.97735000              -0.00337100          0.97655463          0.00079537	-0.003371   0.97735   0.00083
         -0.00200203          0.97795000          0.97795000              -0.00174100          0.97626742          0.00168258	-0.001741   0.97795   0.00134
         -0.00044703          0.97492000          0.97492000              -0.00018600          0.97615278         -0.00123278	-0.000186   0.97492   0.00144
          0.00128197          0.97639000          0.97639000               0.00154300          0.97619591          0.00019409	 0.001543   0.97639   0.00114
          0.00288797          0.97590000          0.97590000               0.00314900          0.97640112         -0.00050112	 0.003149   0.97590   0.00130
          0.00467597          0.97596000          0.97596000               0.00493700          0.97683803         -0.00087803	 0.004937   0.97596   0.00083
          0.00654197          0.97726000          0.97726000               0.00680300          0.97756094         -0.00030094	 0.006803   0.97726   0.00122
          0.00836097          0.97877000          0.97877000               0.00862200          0.97855801          0.00021199	 0.008622   0.97877   0.00089
          0.01001997          0.98074000          0.98074000               0.01028100          0.97973438          0.00100562	 0.010281   0.98074   0.00121
          0.01174697          0.98355000          0.98355000               0.01200800          0.98123120          0.00231880	 0.012008   0.98355   0.00142
          0.01370497          0.98391000          0.98391000               0.01396600          0.98324633          0.00066367	 0.013966   0.98391   0.00099
          0.01584797          0.98440000          0.98440000               0.01610900          0.98578685         -0.00138685	 0.016109   0.98440   0.00077
          0.01778997          0.98945000          0.98945000               0.01805100          0.98831444          0.00113556	 0.018051   0.98945   0.00128
          0.01934897          0.98896000          0.98896000               0.01961000          0.99043180         -0.00147180	 0.019610   0.98896   0.00159
          0.02090297          0.99292000          0.99292000               0.02116400          0.99255444          0.00036556	 0.021164   0.99292   0.00067
          0.02258797          0.99332000          0.99332000               0.02284900          0.99478447         -0.00146447	 0.022849   0.99332   0.00164
          0.02416697          0.99575000          0.99575000               0.02442800          0.99671010         -0.00096010	 0.024428   0.99575   0.00093
          0.02573397          0.99839000          0.99839000               0.02599500          0.99834915          0.00004085	 0.025995   0.99839   0.00139
          0.02750497          0.99847000          0.99847000               0.02776600          0.99967557         -0.00120557	 0.027766   0.99847   0.00112
          0.02945497          1.00056000          1.00056000               0.02971600          1.00000000          0.00056000	 0.029716   1.00056   0.00111
          0.03103597          1.00073000          1.00073000               0.03129700          1.00000000          0.00073000	 0.031297   1.00073   0.00114
          0.03283397          1.00017000          1.00017000               0.03309500          1.00000000          0.00017000	 0.033095   1.00017   0.00075
          0.03471397          1.00275000          1.00275000               0.03497500          1.00000000          0.00275000	 0.034975   1.00275   0.00097
          0.03636997          0.99934000          0.99934000               0.03663100          1.00000000         -0.00066000	 0.036631   0.99934   0.00111
          0.03795197          1.00029000          1.00029000               0.03821300          1.00000000          0.00029000	 0.038213   1.00029   0.00145
          0.03954297          1.00252000          1.00252000               0.03980400          1.00000000          0.00252000	 0.039804   1.00252   0.00141
          0.04128397          0.99973000          0.99973000               0.04154500          1.00000000         -0.00027000	 0.041545   0.99973   0.00105
          0.04284597          0.99909000          0.99909000               0.04310700          1.00000000         -0.00091000	 0.043107   0.99909   0.00134
          0.04484997          0.99889000          0.99889000               0.04511100          1.00000000         -0.00111000	 0.045111   0.99889   0.00075
          0.04657697          0.99872000          0.99872000               0.04683800          1.00000000         -0.00128000	 0.046838   0.99872   0.00085
          0.04830697          0.99986000          0.99986000               0.04856800          1.00000000         -0.00014000	 0.048568   0.99986   0.00084
          0.05002197          0.99987000          0.99987000               0.05028300          1.00000000         -0.00013000	 0.050283   0.99987   0.00171
          0.05178997          1.00074000          1.00074000               0.05205100          1.00000000          0.00074000	 0.052051   1.00074   0.00147
          0.05344397          1.00173000          1.00173000               0.05370500          1.00000000          0.00173000	 0.053705   1.00173   0.00140
          0.05507297          0.99936000          0.99936000               0.05533400          1.00000000         -0.00064000	 0.055334   0.99936   0.00088
          0.05676497          1.00086000          1.00086000               0.05702600          1.00000000          0.00086000	 0.057026   1.00086   0.00098
          0.05834297          0.99985000          0.99985000               0.05860400          1.00000000         -0.00015000	 0.058604   0.99985   0.00105
          0.05993697          1.00143000          1.00143000               0.06019800          1.00000000          0.00143000	 0.060198   1.00143   0.00150
          0.06150297          0.99938000          0.99938000               0.06176400          1.00000000         -0.00062000	 0.061764   0.99938   0.00106
          0.06327997          0.99891000          0.99891000               0.06354100          1.00000000         -0.00109000	 0.063541   0.99891   0.00107
          0.06484897          0.99770000          0.99770000               0.06511000          1.00000000         -0.00230000	 0.065110   0.99770   0.00135
          0.06656697          0.99958000          0.99958000               0.06682800          1.00000000         -0.00042000	 0.066828   0.99958   0.00110
          0.06831697          1.00021000          1.00021000               0.06857800          1.00000000          0.00021000	 0.068578   1.00021   0.00124
																			     
																			     
#z'																			     
         -0.07009090          0.99716000          0.99716000              -0.07011500          1.00000000         -0.00284000	-0.070115   0.99716   0.00100
         -0.06810790          1.00285000          1.00285000              -0.06813200          1.00000000          0.00285000	-0.068132   1.00285   0.00166
         -0.06616190          1.00118000          1.00118000              -0.06618600          1.00000000          0.00118000	-0.066186   1.00118   0.00135
         -0.06422290          1.00409000          1.00409000              -0.06424700          1.00000000          0.00409000	-0.064247   1.00409   0.00161
         -0.06223790          1.00177000          1.00177000              -0.06226200          1.00000000          0.00177000	-0.062262   1.00177   0.00111
         -0.06023290          1.00253000          1.00253000              -0.06025700          1.00000000          0.00253000	-0.060257   1.00253   0.00141
         -0.05764390          0.99956000          0.99956000              -0.05766800          1.00000000         -0.00044000	-0.057668   0.99956   0.00120
         -0.05555890          0.99919000          0.99919000              -0.05558300          1.00000000         -0.00081000	-0.055583   0.99919   0.00159
         -0.05356290          0.99810000          0.99810000              -0.05358700          1.00000000         -0.00190000	-0.053587   0.99810   0.00132
         -0.05136990          1.00040000          1.00040000              -0.05139400          1.00000000          0.00040000	-0.051394   1.00040   0.00110
         -0.04937890          0.99993000          0.99993000              -0.04940300          1.00000000         -0.00007000	-0.049403   0.99993   0.00114
         -0.04746990          0.99881000          0.99881000              -0.04749400          1.00000000         -0.00119000	-0.047494   0.99881   0.00137
         -0.04549190          0.99859000          0.99859000              -0.04551600          1.00000000         -0.00141000	-0.045516   0.99859   0.00156
         -0.04353990          1.00004000          1.00004000              -0.04356400          1.00000000          0.00004000	-0.043564   1.00004   0.00190
         -0.04160190          1.00138000          1.00138000              -0.04162600          1.00000000          0.00138000	-0.041626   1.00138   0.00165
         -0.03940790          0.99865000          0.99865000              -0.03943200          1.00000000         -0.00135000	-0.039432   0.99865   0.00207
         -0.03741790          1.00275000          1.00275000              -0.03744200          1.00000000          0.00275000	-0.037442   1.00275   0.00199
         -0.03543090          0.99766000          0.99766000              -0.03545500          1.00000000         -0.00234000	-0.035455   0.99766   0.00177
         -0.03323690          0.99896000          0.99896000              -0.03326100          1.00000000         -0.00104000	-0.033261   0.99896   0.00120
         -0.03124290          1.00125000          1.00125000              -0.03126700          1.00000000          0.00125000	-0.031267   1.00125   0.00178
         -0.02926890          1.00022000          1.00022000              -0.02929300          1.00000000          0.00022000	-0.029293   1.00022   0.00176
         -0.02734990          0.99942000          0.99942000              -0.02737400          0.99950328         -0.00008328	-0.027374   0.99942   0.00195
         -0.02536790          0.99678000          0.99678000              -0.02539200          0.99780767         -0.00102767	-0.025392   0.99678   0.00120
         -0.02337490          0.99538000          0.99538000              -0.02339900          0.99548739         -0.00010739	-0.023399   0.99538   0.00152
         -0.02095390          0.99246000          0.99246000              -0.02097800          0.99224037          0.00021963	-0.020978   0.99246   0.00255
         -0.01897590          0.99225000          0.99225000              -0.01900000          0.98946859          0.00278141	-0.019000   0.99225   0.00131
         -0.01700090          0.98920000          0.98920000              -0.01702500          0.98675500          0.00244500	-0.017025   0.98920   0.00135
         -0.01505290          0.98178000          0.98178000              -0.01507700          0.98424630         -0.00246630	-0.015077   0.98178   0.00110
         -0.01312190          0.98146000          0.98146000              -0.01314600          0.98201002         -0.00055002	-0.013146   0.98146   0.00059
         -0.01112990          0.98080000          0.98080000              -0.01115400          0.98002765          0.00077235	-0.011154   0.98080   0.00114
         -0.00918890          0.97907000          0.97907000              -0.00921300          0.97844838          0.00062162	-0.009213   0.97907   0.00208
         -0.00725390          0.97549000          0.97549000              -0.00727800          0.97722941         -0.00173941	-0.007278   0.97549   0.00044
         -0.00505990          0.97631000          0.97631000              -0.00508400          0.97625839          0.00005161	-0.005084   0.97631   0.00120
         -0.00316490          0.97739000          0.97739000              -0.00318900          0.97573706          0.00165294	-0.003189   0.97739   0.00146
         -0.00145090          0.97591000          0.97591000              -0.00147500          0.97548670          0.00042330	-0.001475   0.97591   0.00227
          0.00020710          0.97201000          0.97201000               0.00018300          0.97542328         -0.00341328	 0.000183   0.97201   0.00104
          0.00212810          0.97660000          0.97660000               0.00210400          0.97556224          0.00103776	 0.002104   0.97660   0.00074
          0.00379610          0.97799000          0.97799000               0.00377200          0.97588053          0.00210947	 0.003772   0.97799   0.00123
          0.00550510          0.97532000          0.97532000               0.00548100          0.97642196         -0.00110196	 0.005481   0.97532   0.00090
          0.00717310          0.97735000          0.97735000               0.00714900          0.97718610          0.00016390	 0.007149   0.97735   0.00121
          0.00887910          0.97704000          0.97704000               0.00885500          0.97822947         -0.00118947	 0.008855   0.97704   0.00139
          0.01074610          0.97857000          0.97857000               0.01072200          0.97968714         -0.00111714	 0.010722   0.97857   0.00142
          0.01244510          0.98108000          0.98108000               0.01242100          0.98129713         -0.00021713	 0.012421   0.98108   0.00135
          0.01409710          0.98171000          0.98171000               0.01407300          0.98310390         -0.00139390	 0.014073   0.98171   0.00138
          0.01579710          0.98666000          0.98666000               0.01577300          0.98517889          0.00148111	 0.015773   0.98666   0.00077
          0.01745610          0.99035000          0.99035000               0.01743200          0.98736905          0.00298095	 0.017432   0.99035   0.00159
          0.01913910          0.99153000          0.99153000               0.01911500          0.98969705          0.00183295	 0.019115   0.99153   0.00202
          0.02091510          0.99441000          0.99441000               0.02089100          0.99218638          0.00222362	 0.020891   0.99441   0.00107
          0.02271310          0.99174000          0.99174000               0.02268900          0.99463214         -0.00289214	 0.022689   0.99174   0.00150
          0.02437410          0.99762000          0.99762000               0.02435000          0.99670730          0.00091270	 0.024350   0.99762   0.00197
          0.02607510          0.99894000          0.99894000               0.02605100          0.99850182          0.00043818	 0.026051   0.99894   0.00146
          0.02771710          0.99960000          0.99960000               0.02769300          0.99971470         -0.00011470	 0.027693   0.99960   0.00091
          0.02936210          1.00155000          1.00155000               0.02933800          1.00000000          0.00155000	 0.029338   1.00155   0.00244
          0.03105710          1.00037000          1.00037000               0.03103300          1.00000000          0.00037000	 0.031033   1.00037   0.00055
          0.03284110          1.00206000          1.00206000               0.03281700          1.00000000          0.00206000	 0.032817   1.00206   0.00134
          0.03465010          0.99968000          0.99968000               0.03462600          1.00000000         -0.00032000	 0.034626   0.99968   0.00147
          0.03630510          1.00186000          1.00186000               0.03628100          1.00000000          0.00186000	 0.036281   1.00186   0.00222
          0.03797010          0.99919000          0.99919000               0.03794600          1.00000000         -0.00081000	 0.037946   0.99919   0.00106
          0.03965810          1.00125000          1.00125000               0.03963400          1.00000000          0.00125000	 0.039634   1.00125   0.00124
          0.04132510          0.99883000          0.99883000               0.04130100          1.00000000         -0.00117000	 0.041301   0.99883   0.00063
          0.04353110          1.00024000          1.00024000               0.04350700          1.00000000          0.00024000	 0.043507   1.00024   0.00047
          0.04652410          1.00068000          1.00068000               0.04650000          1.00000000          0.00068000	 0.046500   1.00068   0.00144
          0.04933910          1.00241000          1.00241000               0.04931500          1.00000000          0.00241000	 0.049315   1.00241   0.00204
          0.05244210          1.00251000          1.00251000               0.05241800          1.00000000          0.00251000	 0.052418   1.00251   0.00187
          0.05507110          0.99904000          0.99904000               0.05504700          1.00000000         -0.00096000	 0.055047   0.99904   0.00238
          0.05761210          0.99755000          0.99755000               0.05758800          1.00000000         -0.00245000	 0.057588   0.99755   0.00167
          0.06022810          0.99836000          0.99836000               0.06020400          1.00000000         -0.00164000	 0.060204   0.99836   0.00095
          0.06275310          0.99971000          0.99971000               0.06272900          1.00000000         -0.00029000	 0.062729   0.99971   0.00106
          0.06531210          0.99881000          0.99881000               0.06528800          1.00000000         -0.00119000	 0.065288   0.99881   0.00099
          0.06790710          0.99940000          0.99940000               0.06788300          1.00000000         -0.00060000	 0.067883   0.99940   0.00159
          0.07063310          1.00116000          1.00116000               0.07060900          1.00000000          0.00116000	 0.070609   1.00116   0.00233
